0,-0.1194996640374931
1,0.050830438536052354
2,0.4565923964939447
3,0.07299375241540615
4,-0.025579224867665288
5,-0.02013256715151299
6,0.10047553334609809
7,-1.5847189079846766
8,0.028404889779363722
9,-0.021639759756633077
10,0.002843471806633044
11,0.006889397025458331
12,0.013927035531258193
13,-1.213439649698012
14,4.536341423278296
15,-0.01712779248962278
16,0.17764011764541604
17,-0.2708926580632531
18,0.005334057519857364
19,0.012391566548657687
20,-0.023635227251038303
21,-0.020369906068093014
22,-0.06169704716569437
23,0.03638351836056708
24,-0.06762323300566773
25,-0.012885758332375534
26,-2.245116775515068
27,-0.05538169182819091
28,0.15336901674060638
29,0.10532324818738208
